gvkey,fyr,acctstdq,bsprq,compstq,curcdq,datacqtr,datafqtr,fqtr,fyearq,pdq,pdsa,pdytd,rp,scfq,srcq,staltq,updq,datadate,fdateq,pdateq,accdq,accoq,acoq,acoxq,actq,adpacq,amq,ancq,aoq,aotq,apoq,apq,artfsq,atq,autxrq,bcefq,bctq,bdiq,capcstq,capr1q,capr2q,capr3q,capsq,caq,ceqq,cfbdq,cfereq,cfoq,cfpdoq,cheq,chq,chsq,cltq,cogsq,cstkq,dfpacq,dfxaq,ditq,dlcq,dlttq,dpactq,dpq,dptbq,dptcq,dvpdpq,dvrreq,dvtq,eqrtq,eroq,esubq,fcaq,feaq,felq,gdwlamq,gdwlq,gpq,iatiq,ibkiq,ibmiiq,ibq,iditq,iireq,iitq,intanq,intcq,invtq,iobdq,ioiq,ioreq,ipq,iptiq,isgtq,istq,ivaeqq,ivaoq,iviq,ivptq,ivstq,ivtfsq,lcabgq,lcacuq,lcoq,lcoxq,lctq,lltq,loq,lseq,lsq,ltmibq,ltq,mibnq,mibq,mibtq,miiq,mtlq,nitq,nopioq,nopiq,oiadpq,oibdpq,oproq,pclq,piq,ppentq,prcq,pstkq,ptranq,pvoq,pvtq,ratiq,rawmsmq,reccoq,rectoq,rectq,rectrq,reitq,req,revtq,risq,rltq,rvlrvq,rvtiq,rvutxq,saaq,saleq,salq,sbdcq,scoq,scq,sctq,seqq,spiq,ssnpq,stkchq,tdsgq,tdstq,teqq,transaq,tstkq,txdbq,txtq,unnpq,xagtq,xbdtq,xcomiq,xcomq,xdvreq,xintq,xioq,xiq,xiviq,xivreq,xobdq,xoiq,xoproq,xoprq,xoreq,xppq,xretq,xsgaq,xsq,xstoq,xstq,xtq,accliy,acqdisny,acqdisoy,adpacy,amy,aolochy,apalchy,apchy,aqcy,asdisy,asinvy,atochy,autxry,bcefy,bcty,bdiy,capcsty,capfly,capxfiy,capxy,cfbdy,cferey,cflaothy,cfoy,cfpdoy,chechy,chenfdy,cogsy,dcsfdy,dcufdy,dfxay,dispochy,dity,dlcchy,dltisy,dltry,docy,dpcy,dpy,dvpdpy,dvrecy,dvrrey,dvty,dvy,eieacy,eqdivpy,esuby,exresy,exreuy,exrey,fcay,fiaoy,fincfy,finincy,finley,finrey,finvaoy,fopoy,fsrcopoy,fsrcopty,fsrcoy,fsrcty,fuseoy,fusety,gdwlamy,gpy,ibcy,ibkiy,ibmiiy,iby,idity,iirey,iity,intandy,intanpy,intcy,intfacty,intfly,intiacty,intoacty,intpdy,intrcy,invchy,invdspy,invsvcy,iobdy,ioiy,iorey,iptiy,isgty,ivacoy,ivchy,iviy,ivncfy,ivstchy,liqresny,liqresoy,lndepy,lnincy,lnmdy,lnrepy,ltdchy,ltdlchy,ltloy,micy,miiy,miseqy,ncfliqy,neqmiy,nity,noasuby,nopioy,nopiy,oancfcy,oancfdy,oancfy,oiadpy,oibdpy,opprfty,oproy,pcly,piy,pliachy,prosaiy,prstkcy,prvy,psfixy,ptrany,purtshry,pvoy,rawmsmy,recchy,reity,revty,risy,rvy,saley,shrcapy,sivy,spiy,sppchy,sppivy,sstky,stfixay,stinvy,stkchy,subdisy,subpury,tdsgy,txdcy,txopy,txty,txy,wcapchcy,wcapchy,wcapopcy,wcapsay,wcapsuy,wcapsy,wcapty,wcapuy,xagty,xbdty,xcomiy,xcomy,xdvrey,xidocy,xinty,xioy,xiviy,xivrey,xiy,xobdy,xoiy,xoproy,xopry,xorey,xrety,xsgay,xstoy,xsty,xsy,xty,exchg,ISIN,SEDOL,conm,fic,add1,add2,add3,add4,addzip,busdesc,cik,city,conml,county,dlrsn,ein,fax,fyrc,ggroup,gind,gsector,gsubind,idbflag,incorp,loc,naics,phone,prican,prirow,priusa,sic,spcindcd,spcseccd,spcsrc,state,stko,weburl,dldte,ipodate
015724,12,DI,GB,,EUR,2021Q1,2021Q1,1,2021,3,,3,Q,,3,,3,2021-03-31,2022-03-06,2021-05-14,,,,,,,,,51582.0000,256357.0000,,,0.0000,1068741.0000,,,17658.0000,,,,,,,,,,,,,21450.0000,21450.0000,,,,78335.0000,25080.0000,,,,36467.0000,,,,,,,,,,,,,,,,,790934.0000,,2686.0000,2566.0000,,,26286.0000,15516.0000,,,,,,,19119.0000,,,,,7167.0000,,,790934.0000,,,,,,,226617.0000,1068741.0000,77672.0000,,986626.0000,3780.0000,,3780.0000,120.0000,,,,,,,,,3495.0000,,,,,1.0000,6427.0000,21661.0000,,,,,,,,29456.0000,3170.0000,,,723542.0000,,142518.0000,,142518.0000,,,,78335.0000,78335.0000,-85.0000,,,,,82115.0000,,,,809.0000,,2.0000,,1163.0000,,,258.0000,25555.0000,,,,,6734.0000,,,,,,,62.0000,,,25877.0000,,,,,,,,,,,,,,,17658.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2686.0000,2566.0000,,,26286.0000,,,,,,,,,,,,,,,,19119.0000,,,,7167.0000,,,,,,,,,,,,,120.0000,,,,,,,,,,,,,,,,3495.0000,,,,,,,,1.0000,,,,29456.0000,3170.0000,,,,,-85.0000,,,,,,,,,,,,809.0000,,,,,,,,,,2.0000,,1163.0000,,,,258.0000,25555.0000,,,,,6734.0000,,,,,,,,62.0000,25877.0000,171,DE0008404005,5231485,ALLIANZ SE,DEU,KOeniginstrasse 28,,,,80802,"Allianz SE, together with its subsidiaries, provides property-casualty insurance, life/health insurance, and asset management products and services worldwide.",0001796335,Munich,Allianz SE,,,,,12,4030,403010,40,40301030,B,,DEU,524126,49 89 3800 0,,01W,91,6331,835,800,,,3,www.allianz.com,,2000-11-03
015724,12,DI,GB,AC,EUR,2021Q2,2021Q2,2,2021,3,6,6,Q,,3,,3,2021-06-30,2021-08-08,2021-08-08,,,,,,,,,13311.0000,231036.0000,,,28437.0000,1078347.0000,,,16756.0000,,,,,,27732.0000,,,,,,,24150.0000,24150.0000,,,,1170.0000,23949.0000,,,7552.0000,31769.0000,,,,,,,,48827.0000,,,2087.0000,,,,13584.0000,,772996.0000,,2354.0000,2225.0000,,,22537.0000,18758.0000,,,,,,,18762.0000,,,,,3775.0000,15292.0000,,772996.0000,,,,,,,224627.0000,1078347.0000,51125.0000,,996956.0000,3692.0000,,3692.0000,129.0000,,,,,,,,,3118.0000,6436.0000,,,,2.0000,16979.0000,26626.0000,,,,,,,,25928.0000,3391.0000,8131.0000,,733008.0000,,148392.0000,,148392.0000,,,,1170.0000,77699.0000,-154.0000,,,,,81391.0000,,30.0000,,764.0000,,5552.0000,,1162.0000,,,227.0000,18816.0000,,,,,898.0000,,,,,,,150.0000,,,24745.0000,,,,,155.0000,,,,,,,,,,34414.0000,,,,,,,,,,,,,,,,1003.0000,,,,,,,,1158.0000,,,,,,,,,,,,2087.0000,,,,,,,,,,,,,,,,,,5040.0000,4791.0000,,,48823.0000,,,,,,,,,,,,,,,,37881.0000,,,,10942.0000,,,,,,,,,,,,,249.0000,,,,,,,,,,,,,,,,6613.0000,,,,,,,,3.0000,,,,55327.0000,6504.0000,,,,,-239.0000,,,,,,,,,,,,1573.0000,,,,,,,,,,5554.0000,,2325.0000,,,,485.0000,44371.0000,,,,,7632.0000,,,,,,,,155.0000,50565.0000,171,DE0008404005,5231485,ALLIANZ SE,DEU,KOeniginstrasse 28,,,,80802,"Allianz SE, together with its subsidiaries, provides property-casualty insurance, life/health insurance, and asset management products and services worldwide.",0001796335,Munich,Allianz SE,,,,,12,4030,403010,40,40301030,B,,DEU,524126,49 89 3800 0,,01W,91,6331,835,800,,,3,www.allianz.com,,2000-11-03
015724,12,DI,GB,,EUR,2021Q3,2021Q3,3,2021,3,,9,Q,,3,,3,2021-09-30,2022-03-06,2021-12-04,,,,,,,,,51661.0000,267727.0000,,,0.0000,1092570.0000,,,17314.0000,,,,,,,,,,,,,21936.0000,21936.0000,,,,81640.0000,24405.0000,,,,36253.0000,,,,,,,,,,,,,,,,,802907.0000,,2230.0000,2111.0000,,,25411.0000,15814.0000,,,,,,,19236.0000,,,,,6175.0000,,,802907.0000,,,,,,,234729.0000,1092570.0000,78783.0000,,1007198.0000,3732.0000,,3732.0000,119.0000,,,,,,,,,2950.0000,,,,,,6398.0000,26299.0000,,,,,,,,28869.0000,3458.0000,,,736216.0000,,149548.0000,,149548.0000,,,,81640.0000,81640.0000,-137.0000,,,,,85372.0000,,,,720.0000,,0.0000,,1178.0000,,,217.0000,25415.0000,,,,,6923.0000,,,,,,,150.0000,,,25782.0000,,,,,,,,,,,,,,,51728.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2087.0000,,,,,,,,,,,,,,,,,,7270.0000,6902.0000,,,74234.0000,,,,,,,,,,,,,,,,57117.0000,,,,17117.0000,,,,,,,,,,,,,368.0000,,,,,,,,,,,,,,,,9563.0000,,,,,,,,3.0000,,,,84190.0000,9956.0000,,,,,-376.0000,,,,,,,,,,,,2293.0000,,,,,,,,,,5554.0000,,3503.0000,,,,702.0000,69781.0000,,,,,14550.0000,,,,,,,,304.0000,76341.0000,171,DE0008404005,5231485,ALLIANZ SE,DEU,KOeniginstrasse 28,,,,80802,"Allianz SE, together with its subsidiaries, provides property-casualty insurance, life/health insurance, and asset management products and services worldwide.",0001796335,Munich,Allianz SE,,,,,12,4030,403010,40,40301030,B,,DEU,524126,49 89 3800 0,,01W,91,6331,835,800,,,3,www.allianz.com,,2000-11-03
015724,12,DI,GB,AC,EUR,2021Q4,2021Q4,4,2021,3,,12,Q,,5,,3,2021-12-31,2022-03-06,2022-02-23,,,,,,,,,15092.0000,278605.0000,,,28645.0000,1139429.0000,,,19109.0000,,,,,,27732.0000,,,,,,,20844.0000,17037.0000,,,,1170.0000,23756.0000,,,7509.0000,32493.0000,,,,,,,4383.0000,51082.0000,,,2375.0000,,,,15945.0000,,786178.0000,,-165.0000,-292.0000,,,25914.0000,18732.0000,,,,,,,20539.0000,,,,,5375.0000,15416.0000,3807.0000,786178.0000,,,,,,,263109.0000,1139429.0000,52396.0000,,1055207.0000,4270.0000,,4270.0000,127.0000,,,,,,,,,-43.0000,9741.0000,,,,8.0000,16811.0000,62679.0000,,,,,,,,30437.0000,4523.0000,35556.0000,,752096.0000,,158346.0000,,158346.0000,,,,1170.0000,79952.0000,-290.0000,,,,,84222.0000,,32.0000,,122.0000,,-5532.0000,,1497.0000,,,457.0000,37501.0000,,,,,16895.0000,,,,,,,147.0000,,,32573.0000,,,,,1122.0000,,,,,,,,,,70837.0000,,,,,,,,,,,,,,,,1403.0000,,,,,,,,2525.0000,,,,4383.0000,,,,,,,,4462.0000,,,,,,,,,,,,,,,,,,7105.0000,6610.0000,,,100148.0000,,,,,,,,,,,,,,,,77656.0000,,,,22492.0000,,,,,,,,,,,,,495.0000,,,,,,,,,,,,,,,,9520.0000,,,,,,,,11.0000,,,,114475.0000,14327.0000,,,,,-666.0000,,,,,,,,,,,,2415.0000,,,,,,,,,,22.0000,,5000.0000,,,,1159.0000,107274.0000,,,,,31437.0000,,,,,,,,307.0000,108762.0000,171,DE0008404005,5231485,ALLIANZ SE,DEU,KOeniginstrasse 28,,,,80802,"Allianz SE, together with its subsidiaries, provides property-casualty insurance, life/health insurance, and asset management products and services worldwide.",0001796335,Munich,Allianz SE,,,,,12,4030,403010,40,40301030,B,,DEU,524126,49 89 3800 0,,01W,91,6331,835,800,,,3,www.allianz.com,,2000-11-03
015724,12,DI,GB,,EUR,2022Q1,2022Q1,1,2022,3,,3,Q,,3,,3,2022-03-31,2023-03-06,2022-05-19,,,,,,,,,56067.0000,314014.0000,,,0.0000,1100335.0000,,,14495.0000,,,,,,,,,,,,,24378.0000,24378.0000,,,,69779.0000,28493.0000,,,,36831.0000,,,,,,,,,,,,,,,,,761943.0000,,668.0000,561.0000,,,26714.0000,18686.0000,,,,,,,20407.0000,,,,,6307.0000,,,761943.0000,,,,,,,254220.0000,1100335.0000,98899.0000,,1026421.0000,4135.0000,,4135.0000,107.0000,,,,,,,,,1042.0000,,,,,2.0000,3456.0000,58903.0000,,,,,,,,26319.0000,-395.0000,,,735370.0000,,151865.0000,,151865.0000,,,,69779.0000,69779.0000,-296.0000,,,,,73914.0000,,,,374.0000,,4.0000,,1327.0000,,,439.0000,22629.0000,,,,,6807.0000,,,,,,,1911.0000,,,24983.0000,,,,,,,,,,,,,,,14495.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,668.0000,561.0000,,,26714.0000,,,,,,,,,,,,,,,,20407.0000,,,,6307.0000,,,,,,,,,,,,,107.0000,,,,,,,,,,,,,,,,1042.0000,,,,,,,,2.0000,,,,26319.0000,-395.0000,,,,,-296.0000,,,,,,,,,,,,374.0000,,,,,,,,,,4.0000,,1327.0000,,,,439.0000,22629.0000,,,,,6807.0000,,,,,,,,1911.0000,24983.0000,171,DE0008404005,5231485,ALLIANZ SE,DEU,KOeniginstrasse 28,,,,80802,"Allianz SE, together with its subsidiaries, provides property-casualty insurance, life/health insurance, and asset management products and services worldwide.",0001796335,Munich,Allianz SE,,,,,12,4030,403010,40,40301030,B,,DEU,524126,49 89 3800 0,,01W,91,6331,835,800,,,3,www.allianz.com,,2000-11-03
015724,12,DI,GB,,EUR,2022Q2,2022Q2,2,2022,3,6,6,Q,,3,,3,2022-06-30,2022-08-08,2022-08-07,,,,,,,,,22650.0000,286629.0000,,,30161.0000,1049969.0000,,,14552.0000,,,,,,27732.0000,,,,,,,22111.0000,22111.0000,,,,1170.0000,33180.0000,,,14344.0000,26847.0000,,,,,,,,28348.0000,,,4400.0000,,,,16147.0000,,687546.0000,,1810.0000,1706.0000,,,14311.0000,22272.0000,,,,,,,20721.0000,,,,,-6410.0000,17303.0000,,687546.0000,,,,,,,233953.0000,1049969.0000,49306.0000,,989685.0000,3892.0000,,3892.0000,104.0000,,,,,,,,,2316.0000,6219.0000,,,,-2.0000,9430.0000,67272.0000,,,,,,,,23682.0000,9371.0000,33962.0000,,714541.0000,,141255.0000,,141255.0000,,,,1170.0000,56392.0000,-270.0000,,,,,60284.0000,,858.0000,,506.0000,,7909.0000,,1286.0000,,,292.0000,17124.0000,,,,,1286.0000,,,,,,,169.0000,,,25494.0000,,,,,169.0000,,,,,,,,,,29047.0000,,,,,,,,,,,,,,,,1106.0000,,,,,,,,1275.0000,,,,,,,,,,,,4400.0000,,,,,,,,,,,,,,,,,,2478.0000,2267.0000,,,41025.0000,,,,,,,,,,,,,,,,41128.0000,,,,-103.0000,,,,,,,,,,,,,211.0000,,,,,,,,,,,,,,,,3358.0000,,,,,,,,,,,,48091.0000,7066.0000,,,,,-566.0000,,,,,,,,,,,,880.0000,,,,,,,,,,7913.0000,,2613.0000,,,,731.0000,39752.0000,,,,,8092.0000,,,,,,,,171.0000,48567.0000,171,DE0008404005,5231485,ALLIANZ SE,DEU,KOeniginstrasse 28,,,,80802,"Allianz SE, together with its subsidiaries, provides property-casualty insurance, life/health insurance, and asset management products and services worldwide.",0001796335,Munich,Allianz SE,,,,,12,4030,403010,40,40301030,B,,DEU,524126,49 89 3800 0,,01W,91,6331,835,800,,,3,www.allianz.com,,2000-11-03
015724,12,DI,GB,,EUR,2022Q3,2022Q3,3,2022,3,,9,Q,,3,,3,2022-09-30,2023-03-06,2022-11-20,,,,,,,,,64371.0000,323748.0000,,,0.0000,1048915.0000,,,17123.0000,,,,,,,,,,,,,26836.0000,26836.0000,,,,51943.0000,37051.0000,,,,40924.0000,,,,,,,,,,,,,,,,,698331.0000,,2596.0000,2464.0000,,,26272.0000,19254.0000,,,,,,,21098.0000,,,,,5174.0000,,,698331.0000,,,,,,,241395.0000,1048915.0000,101131.0000,,993152.0000,3820.0000,,3820.0000,132.0000,,,,,,,,,3357.0000,,,,,3.0000,1150.0000,63958.0000,,,,,,,,29697.0000,3425.0000,,,710833.0000,,139114.0000,,139114.0000,,,,51943.0000,51943.0000,-136.0000,,,,,55763.0000,,,,761.0000,,6.0000,,1285.0000,,,314.0000,25775.0000,,,,,7367.0000,,,,,,,112.0000,,,26207.0000,,,,,,,,,,,,,,,46170.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4400.0000,,,,,,,,,,,,,,,,,,5074.0000,4731.0000,,,67297.0000,,,,,,,,,,,,,,,,62226.0000,,,,5071.0000,,,,,,,,,,,,,343.0000,,,,,,,,,,,,,,,,6715.0000,,,,,,,,3.0000,,,,77788.0000,10491.0000,,,,,-702.0000,,,,,,,,,,,,1641.0000,,,,,,,,,,7919.0000,,3898.0000,,,,1045.0000,65527.0000,,,,,15459.0000,,,,,,,,283.0000,74774.0000,171,DE0008404005,5231485,ALLIANZ SE,DEU,KOeniginstrasse 28,,,,80802,"Allianz SE, together with its subsidiaries, provides property-casualty insurance, life/health insurance, and asset management products and services worldwide.",0001796335,Munich,Allianz SE,,,,,12,4030,403010,40,40301030,B,,DEU,524126,49 89 3800 0,,01W,91,6331,835,800,,,3,www.allianz.com,,2000-11-03
015724,12,DI,GB,,EUR,2022Q4,2022Q4,4,2022,3,,12,Q,,5,,3,2022-12-31,2023-03-06,2023-02-23,,,,,,,,,20667.0000,282793.0000,,,29631.0000,1021503.0000,,,19896.0000,,,,,,27732.0000,,,,,,,19822.0000,17399.0000,,,,1170.0000,36583.0000,,,9906.0000,31897.0000,,,,,,,4578.1164,22905.0000,,,-1017.0000,,,,16253.0000,,662224.0000,,2108.0000,2007.0000,,,28771.0000,18900.0000,,,,,,,21686.0000,,,,,7085.0000,17293.0000,2423.0000,662224.0000,,,,,,,227900.0000,1021503.0000,47703.0000,,966261.0000,3768.0000,,3768.0000,101.0000,,,,,,,,,2934.0000,9740.0000,,,,2.0000,9125.0000,65619.0000,,,,,,,,32912.0000,4141.0000,30048.0000,,696558.0000,,141024.0000,,141024.0000,,,,1170.0000,51474.0000,-249.0000,,,,,55242.0000,,333.0000,,826.0000,,-7909.0000,,1303.0000,,,393.0000,36052.0000,,,,,14853.0000,,,,,,,178.0000,,,28714.0000,,,,,1118.0000,,,,,,,,,,66066.0000,,,,,,,,,,,,,,,,1455.0000,,,,,,,,2573.0000,,,,4578.1164,,,,,,,,3383.0000,,,,,,,,,,,,,,,,,,7182.0000,6738.0000,,,96068.0000,,,,,,,,,,,,,,,,83912.0000,,,,12156.0000,,,,,,,,,,,,,444.0000,,,,,,,,,,,,,,,,9649.0000,,,,,,,,5.0000,,,,110591.0000,14523.0000,,,,,-951.0000,,,,,,,,,,,,2467.0000,,,,,,,,,,10.0000,,5201.0000,,,,1438.0000,101579.0000,,,,,30312.0000,,,,,,,,352.0000,103379.0000,171,DE0008404005,5231485,ALLIANZ SE,DEU,KOeniginstrasse 28,,,,80802,"Allianz SE, together with its subsidiaries, provides property-casualty insurance, life/health insurance, and asset management products and services worldwide.",0001796335,Munich,Allianz SE,,,,,12,4030,403010,40,40301030,B,,DEU,524126,49 89 3800 0,,01W,91,6331,835,800,,,3,www.allianz.com,,2000-11-03
015724,12,DI,GB,,EUR,2023Q1,2023Q1,1,2023,3,,3,Q,,3,,3,2023-03-31,2024-01-02,2023-05-25,,,,,,,,,37751.0000,228107.0000,,,355.0000,956523.0000,,,14817.0000,,,,,,,,,,,,,24534.0000,24534.0000,,,,56770.0000,,,,,,,,,,,,,,,,,,,,,,703527.0000,,2160.0000,2032.0000,,,23419.0000,18693.0000,,,,,,,22672.0000,,,,,747.0000,,,703527.0000,,,,,,,143766.0000,956523.0000,141433.0000,,895139.0000,4614.0000,,4614.0000,128.0000,,,,,,,,,2915.0000,,,,,,1979.0000,25031.0000,,,,,,,,23745.0000,326.0000,354.0000,,751373.0000,,146632.0000,,,,,,56770.0000,56770.0000,-48.0000,,,,,61384.0000,,,,755.0000,,0.0000,,,,,142.0000,20268.0000,,,,,5451.0000,,,,,,,372.0000,,,20782.0000,,,,,,,,,,,,,,,14817.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2160.0000,2032.0000,,,23419.0000,,,,,,,,,,,,,,,,22672.0000,,,,747.0000,,,,,,,,,,,,,128.0000,,,,,,,,,,,,,,,,2915.0000,,,,,,,,,,,,23745.0000,326.0000,,,,,-48.0000,,,,,,,,,,,,755.0000,,,,,,,,,,0.0000,,,,,,142.0000,20268.0000,,,,,5451.0000,,,,,,,,372.0000,20782.0000,171,DE0008404005,5231485,ALLIANZ SE,DEU,KOeniginstrasse 28,,,,80802,"Allianz SE, together with its subsidiaries, provides property-casualty insurance, life/health insurance, and asset management products and services worldwide.",0001796335,Munich,Allianz SE,,,,,12,4030,403010,40,40301030,B,,DEU,524126,49 89 3800 0,,01W,91,6331,835,800,,,3,www.allianz.com,,2000-11-03
015724,12,DI,GB,,EUR,2023Q2,2023Q2,2,2023,3,6,6,Q,,3,,3,2023-06-30,2023-08-13,2023-08-13,,,,,,,,,30031.0000,226350.0000,,,13459.0000,957728.0000,,,23370.0000,,,,,,27732.0000,,,,,,,25612.0000,25612.0000,,,,1170.0000,,,,1053.0000,29661.0000,,,,,,,,25416.0000,,,-12.0000,,,,16551.0000,,664552.0000,,2487.0000,2337.0000,,,22501.0000,22133.0000,,,,,,,21809.0000,,,,,692.0000,20942.0000,,664552.0000,,,,,,,113361.0000,957728.0000,102246.0000,,898904.0000,4506.0000,,4506.0000,150.0000,,,,,,,,,3022.0000,6813.0000,,,,,10091.0000,25294.0000,,,,,,,,29055.0000,6554.0000,1024.0000,,754829.0000,,148892.0000,,,,,,1170.0000,54318.0000,-91.0000,,,,,58824.0000,,,,535.0000,,3827.0000,,2710.0000,,,388.0000,21583.0000,,,,,-4497.0000,,,,,,,132.0000,,,25930.0000,,,,,159.0000,,,,,,,,,,38187.0000,,,,,,,,,,,,,,,,932.0000,,,,,,,,1091.0000,,,,,,,,,,,,-12.0000,,,,,,,,,,,,,,,,,,4647.0000,4369.0000,,,45920.0000,,,,,,,,,,,,,,,,44481.0000,,,,1439.0000,,,,,,,,,,,,,278.0000,,,,,,,,,,,,,,,,5937.0000,,,,,,,,,,,,52456.0000,6536.0000,,,,,-139.0000,,,,,,,,,,,,1290.0000,,,,,,,,,,3827.0000,,2710.0000,,,,530.0000,41851.0000,,,,,954.0000,,,,,,,,160.0000,46368.0000,171,DE0008404005,5231485,ALLIANZ SE,DEU,KOeniginstrasse 28,,,,80802,"Allianz SE, together with its subsidiaries, provides property-casualty insurance, life/health insurance, and asset management products and services worldwide.",0001796335,Munich,Allianz SE,,,,,12,4030,403010,40,40301030,B,,DEU,524126,49 89 3800 0,,01W,91,6331,835,800,,,3,www.allianz.com,,2000-11-03
015724,12,DI,GB,,EUR,2023Q3,2023Q3,3,2023,3,,9,Q,,3,,3,2023-09-30,2024-01-02,2023-11-13,,,,,,,,,35470.0000,225277.0000,,,166.0000,942671.0000,,,15582.0000,,,,,,27732.0000,,,,,,,24141.0000,24141.0000,,,,1170.0000,,,,,,,,,,,,,27187.0000,,,,,,,,,693087.0000,,2129.0000,2021.0000,,,24175.0000,18663.0000,,,,,,,23022.0000,,,,,1153.0000,,,693087.0000,,,,,,,140003.0000,942671.0000,137693.0000,,881982.0000,4600.0000,,4600.0000,108.0000,,,,,,,,,2802.0000,,,,,120.0000,2039.0000,24678.0000,,,,,,,,24587.0000,412.0000,271.0000,,741979.0000,,146466.0000,,,,,,1170.0000,56089.0000,-109.0000,,,,,60689.0000,,,,673.0000,,0.0000,,,,,165.0000,21351.0000,,,,,5769.0000,,,,,,,280.0000,,,21796.0000,,,,,,,,,,,,,,,44314.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6776.0000,6390.0000,,,70819.0000,,,,,,,,,,,,,,,,67503.0000,,,,3316.0000,,,,,,,,,,,,,386.0000,,,,,,,,,,,,,,,,8739.0000,,,,,,,,-144.0000,,,,71797.0000,978.0000,,,,,-229.0000,,,,,,,,,,,,1963.0000,,,,,,,,,,0.0000,,,,,,456.0000,61105.0000,,,,,16791.0000,,,,,,,,1124.0000,62685.0000,171,DE0008404005,5231485,ALLIANZ SE,DEU,KOeniginstrasse 28,,,,80802,"Allianz SE, together with its subsidiaries, provides property-casualty insurance, life/health insurance, and asset management products and services worldwide.",0001796335,Munich,Allianz SE,,,,,12,4030,403010,40,40301030,B,,DEU,524126,49 89 3800 0,,01W,91,6331,835,800,,,3,www.allianz.com,,2000-11-03
015724,12,DI,GB,,EUR,2023Q4,2023Q4,4,2023,3,,12,Q,,5,,3,2023-12-31,2024-03-11,2024-02-26,,,,,,,,,30145.0000,226385.0000,,,13529.0000,983174.0000,,,6814.0000,,,,,,27732.0000,,,,,,,29210.0000,18920.0000,,,,1170.0000,,,,1103.0000,31658.0000,,,,,,,5402.1285,29575.0000,,,93.0000,,,,16621.0000,,682647.0000,,2256.0000,2151.0000,,,13504.0000,18649.0000,,,,,,,14200.0000,,,,,-696.0000,21187.0000,10290.0000,682647.0000,,,,,,,109889.0000,983174.0000,98865.0000,,919594.0000,5103.0000,,5103.0000,105.0000,,,,,,,,,2843.0000,10216.0000,,,,144.0000,10793.0000,24719.0000,,,,,,,,27184.0000,13680.0000,231.0000,,776944.0000,,152872.0000,,,,,,1170.0000,58477.0000,-339.0000,,,,,63580.0000,,,,587.0000,,0.0000,,5487.0000,,,-456.0000,24597.0000,,,,,12296.0000,,,,,,,98.0000,,,24239.0000,,,,,1141.0000,,,,,,,,,,51128.0000,,,,,,,,,,,,,,,,1131.0000,,,,,,,,2272.0000,,,,5402.1285,,,,,,,,93.0000,,,,,,,,,,,,,,,,,,9032.0000,8541.0000,,,84323.0000,,,,,,,,,,,,,,,,81703.0000,,,,2620.0000,,,,,,,,,,,,,491.0000,,,,,,,,,,,,,,,,11582.0000,,,,,,,,,,,,98078.0000,13755.0000,,,,,-568.0000,,,,,,,,,,,,2550.0000,,,,,,,,,,0.0000,,5487.0000,,,,,85702.0000,,,,,29087.0000,,,,,,,,319.0000,86021.0000,171,DE0008404005,5231485,ALLIANZ SE,DEU,KOeniginstrasse 28,,,,80802,"Allianz SE, together with its subsidiaries, provides property-casualty insurance, life/health insurance, and asset management products and services worldwide.",0001796335,Munich,Allianz SE,,,,,12,4030,403010,40,40301030,B,,DEU,524126,49 89 3800 0,,01W,91,6331,835,800,,,3,www.allianz.com,,2000-11-03
